timetag,open,high,low,close,volumn,amount
20081103,1713.76,1750.32,1702.98,1719.77,35858332.0,23130130432.00
20081104,1707.92,1717.10,1678.96,1706.70,39253458.0,23806945280.00
20081105,1716.22,1788.26,1716.22,1760.61,60317911.0,37571923968.00
20081106,1720.42,1728.22,1703.10,1717.72,45680712.0,27071744000.00
20081107,1686.52,1762.23,1680.60,1747.71,46807660.0,28642256896.00
20081110,1782.31,1876.16,1782.31,1874.80,91273267.0,56867291136.00
20081111,1872.07,1887.80,1840.92,1843.61,90879181.0,56734539776.00
20081112,1820.44,1863.90,1815.08,1859.11,65873321.0,40990801920.00
20081113,1837.27,1942.90,1825.88,1927.61,121067438.0,78179426304.00
20081114,1943.96,1987.26,1921.84,1986.44,130439496.0,87849967616.00
20081117,1981.26,2031.10,1963.85,2030.48,136840653.0,90212327424.00
20081118,2020.99,2050.88,1889.87,1902.43,156698880.0,101452988416.00
20081119,1889.35,2023.91,1883.84,2017.47,128809646.0,84200308736.00
20081120,1977.21,2030.87,1956.73,1983.76,130840576.0,86046867456.00
20081121,1932.60,2013.18,1893.15,1969.39,127123087.0,83780370432.00
20081124,1961.21,1974.47,1893.34,1897.06,84519444.0,54807506944.00
20081125,1925.25,1939.37,1858.16,1888.71,69541176.0,45757935616.00
20081126,1890.33,1914.71,1873.18,1897.88,65140004.0,42237583360.00
20081127,2012.69,2022.48,1916.47,1917.86,122337126.0,83969163264.00
20081128,1901.67,1915.27,1856.29,1871.16,77722281.0,50507472896.00
20081201,1865.74,1895.76,1838.10,1894.62,81890355.0,52236308480.00
20081202,1856.97,1907.78,1846.53,1889.64,104288932.0,67566346240.00
20081203,1903.43,1965.83,1902.94,1965.41,134916127.0,89000034304.00
20081204,1992.72,2055.21,1985.20,2001.50,175952282.0,122821689344.00
20081205,1984.26,2019.75,1975.71,2018.66,118490337.0,80997859328.00
20081208,2049.16,2091.28,2038.19,2090.77,164973056.0,116505288704.00
20081209,2100.77,2100.81,2036.89,2037.74,145334180.0,104021557248.00
20081210,2025.03,2079.55,2005.56,2079.12,128251054.0,93077446656.00
20081211,2072.58,2087.20,2028.73,2031.68,121696748.0,87773806592.00
20081212,2014.58,2023.18,1932.27,1954.21,108147804.0,73375907840.00
20081215,1977.03,1989.30,1936.56,1964.37,81536952.0,55210422272.00
20081216,1948.86,1976.72,1907.83,1975.01,78328545.0,52832686080.00
20081217,1983.84,2003.38,1971.82,1976.82,97247273.0,68394889216.00
20081218,1978.97,2016.57,1958.97,2015.69,92160307.0,64930770944.00
20081219,2006.21,2038.66,1997.12,2018.46,102183393.0,72954019840.00
20081222,2016.45,2016.45,1965.35,1987.76,86820547.0,60430364672.00
20081223,1990.05,1990.05,1895.18,1897.22,98985953.0,66982772736.00
20081224,1873.58,1887.31,1850.86,1863.80,74495754.0,48333598720.00
20081225,1865.72,1877.77,1832.36,1852.42,64566149.0,42169634816.00
20081226,1852.91,1866.63,1840.19,1851.52,53256202.0,34864414720.00
20081229,1846.30,1856.33,1815.41,1850.48,55021399.0,37095628800.00
20081230,1851.91,1862.94,1826.98,1832.91,56466222.0,37852626944.00
20081231,1834.95,1844.37,1814.75,1820.81,50396099.0,33526169600.00
20090105,1849.02,1880.72,1844.09,1880.72,67136717.0,46100959232.00
20090106,1878.83,1938.69,1871.97,1937.14,99066757.0,69012570112.00
20090107,1938.97,1948.23,1920.52,1924.01,92360090.0,63931162624.00
20090108,1890.24,1894.17,1862.26,1878.18,80374001.0,55076814848.00
20090109,1875.16,1909.35,1875.16,1904.86,71224781.0,50131263488.00
20090112,1897.70,1924.44,1886.83,1900.35,83645558.0,59507232768.00
20090113,1880.87,1888.31,1861.81,1863.37,73836462.0,49268183040.00
20090114,1862.31,1929.28,1862.31,1928.87,87918049.0,64187215872.00
20090115,1912.77,1937.73,1902.54,1920.21,115984404.0,83224641536.00
20090116,1928.92,1984.73,1928.92,1954.44,132972534.0,100032421888.00
20090119,1971.00,2018.51,1966.19,1986.67,109401364.0,81124777984.00
20090120,1981.15,1994.81,1956.10,1994.11,74565391.0,55559942144.00
20090121,1965.94,2007.91,1960.53,1985.02,87289201.0,68074242048.00
20090122,1996.09,2009.85,1980.44,2004.95,88284498.0,66506084352.00
20090123,2001.17,2008.79,1986.35,1990.66,85967708.0,62932393984.00
20090202,2008.13,2012.74,1987.13,2011.68,84766269.0,61818716160.00
20090203,2011.77,2060.93,2005.02,2060.81,134407690.0,96712687616.00
20090204,2068.09,2108.26,2067.79,2107.75,151785871.0,110696112128.00
20090205,2106.84,2149.48,2082.60,2098.02,165352192.0,124500738048.00
20090206,2102.08,2185.09,2102.08,2181.24,160860191.0,120665866240.00
20090209,2211.32,2238.89,2196.71,2224.71,192312689.0,150469050368.00
20090210,2218.49,2266.40,2197.01,2265.16,172587356.0,135681441792.00
20090211,2230.49,2305.70,2218.30,2260.82,209328067.0,172321488896.00
20090212,2265.79,2274.20,2191.89,2248.09,173976842.0,142103887872.00
20090213,2249.18,2323.12,2236.18,2320.79,199715512.0,164495589376.00
20090216,2338.76,2389.88,2328.18,2389.39,211427615.0,177943625728.00
20090217,2387.35,2402.81,2316.93,2319.44,198117827.0,169208659968.00
20090218,2271.26,2295.74,2206.06,2209.86,162461880.0,135271727104.00
20090219,2224.49,2247.62,2190.47,2227.13,129844050.0,108339617792.00
20090220,2234.36,2262.33,2206.21,2261.48,128938107.0,109165789184.00
20090223,2249.29,2313.59,2219.71,2305.78,160289116.0,138632953856.00
20090224,2273.76,2295.59,2193.27,2200.65,183853097.0,158380703744.00
20090225,2222.51,2234.02,2142.60,2206.57,152376893.0,131714310144.00
20090226,2201.67,2237.55,2102.35,2121.25,148638853.0,127405686784.00
20090227,2100.06,2123.24,2064.92,2082.85,122905211.0,98102108160.00
20090302,2066.23,2102.11,2052.99,2093.45,87462584.0,72211341312.00
20090303,2047.21,2088.62,2037.02,2071.43,97781729.0,79994306560.00
20090304,2076.62,2201.73,2076.62,2198.11,154811279.0,127892955136.00
20090305,2220.15,2241.76,2173.49,2221.08,182441103.0,154447118336.00
20090306,2180.78,2221.04,2171.66,2193.00,123863235.0,105456001024.00
20090309,2205.74,2232.67,2116.45,2118.74,124300646.0,103789264896.00
20090310,2097.13,2159.26,2088.16,2158.56,83940260.0,69210914816.00
20090311,2199.98,2203.53,2133.14,2139.02,103723448.0,88140677120.00
20090312,2127.72,2136.79,2086.01,2133.88,87213148.0,70844694528.00
20090313,2148.41,2166.02,2124.97,2128.84,83504886.0,71086096384.00
20090316,2122.40,2158.90,2108.61,2153.29,73382636.0,61350178816.00
20090317,2156.77,2225.19,2151.77,2218.32,130805422.0,112232751104.00
20090318,2227.98,2255.00,2221.58,2223.72,146994596.0,125865345024.00
20090319,2227.34,2268.14,2220.16,2265.75,145822321.0,127776268288.00
20090320,2272.44,2294.12,2250.41,2281.09,150523668.0,133689860096.00
20090323,2286.24,2329.18,2276.81,2325.48,160060232.0,150481174528.00
20090324,2359.67,2369.45,2327.43,2338.42,162727086.0,149657501696.00
20090325,2333.16,2355.69,2291.36,2291.55,144842465.0,132141015040.00
20090326,2296.04,2362.04,2274.89,2361.70,158556826.0,142115258368.00
20090327,2380.63,2392.77,2361.09,2374.44,186528379.0,162372583424.00
20090330,2377.96,2380.19,2348.52,2358.04,139880602.0,126966644736.00
20090331,2313.88,2375.71,2299.15,2373.21,142695496.0,135218692096.00
20090401,2380.97,2422.62,2380.97,2408.01,179857613.0,166542114816.00
20090402,2417.21,2450.00,2417.11,2425.29,188385976.0,172522520576.00
20090403,2446.12,2456.81,2406.50,2419.78,170251684.0,157219618816.00
20090407,2422.10,2449.53,2407.50,2439.18,124209224.0,116789608448.00
20090408,2429.87,2435.38,2346.53,2347.38,146809160.0,135641112576.00
20090409,2345.00,2380.93,2331.87,2379.87,113234975.0,106619207680.00
20090410,2400.01,2444.98,2392.80,2444.22,157491200.0,155514585088.00
20090413,2468.08,2522.44,2464.06,2513.70,191344927.0,187711668224.00
20090414,2512.00,2532.08,2495.33,2527.18,165180088.0,161980252160.00
20090415,2514.59,2542.54,2485.92,2536.05,181085696.0,174328823808.00
20090416,2542.33,2549.31,2497.12,2534.13,186163118.0,175385575424.00
20090417,2524.62,2539.35,2481.89,2503.93,161593600.0,157622435840.00
20090420,2500.17,2559.03,2497.32,2557.45,147904256.0,140514623488.00
20090421,2523.26,2552.59,2499.60,2535.82,164621537.0,154981761024.00
20090422,2548.10,2579.21,2449.89,2461.34,193984102.0,177684054016.00
20090423,2440.67,2474.14,2422.78,2463.95,126119752.0,113289478144.00
20090424,2477.15,2481.52,2445.66,2448.59,113796844.0,108707315712.00
20090427,2443.43,2452.92,2393.16,2405.34,113008179.0,103129579520.00
20090428,2382.88,2411.43,2372.34,2401.43,94815293.0,90832142336.00
20090429,2401.65,2477.72,2395.48,2468.19,126530724.0,121162113024.00
20090430,2477.92,2491.07,2461.36,2477.56,131154166.0,128415989760.00
20090504,2486.68,2560.54,2486.22,2559.91,153369989.0,146556665856.00
20090505,2577.42,2590.77,2552.39,2567.33,158422282.0,151483744256.00
20090506,2563.56,2596.92,2552.63,2592.52,160708588.0,154739261440.00
20090507,2612.12,2622.11,2566.12,2597.44,181811466.0,174950678528.00
20090508,2586.75,2634.06,2574.57,2625.64,161920973.0,156218392576.00
20090511,2646.28,2663.95,2579.74,2579.74,178248356.0,172321996800.00
20090512,2562.36,2619.69,2558.96,2618.17,123005962.0,113535287296.00
20090513,2629.03,2670.21,2608.31,2663.76,145836001.0,144852893696.00
20090514,2631.44,2651.48,2610.22,2639.88,124762440.0,121454133248.00
20090515,2646.89,2661.36,2623.36,2645.26,110890179.0,106608361472.00
20090518,2632.56,2656.84,2589.61,2652.77,119048899.0,117756928000.00
20090519,2679.39,2688.11,2660.56,2676.68,147466097.0,148278263808.00
20090520,2680.54,2686.34,2651.01,2651.41,138245857.0,137726377984.00
20090521,2639.14,2663.22,2598.86,2610.62,138926981.0,138836443136.00
20090522,2595.98,2617.74,2578.59,2597.60,99147295.0,99118252032.00
20090525,2555.34,2618.35,2538.62,2610.01,112000788.0,112783409152.00
20090526,2615.00,2618.80,2585.91,2588.57,114514668.0,118131294208.00
20090527,2601.24,2635.31,2592.79,2632.93,103167724.0,103279255552.00
20090601,2668.40,2726.71,2668.40,2721.28,147959552.0,156583378944.00
20090602,2739.44,2750.88,2713.46,2724.30,156356055.0,161533526016.00
20090603,2722.26,2778.68,2717.86,2778.58,155681659.0,159933136896.00
20090604,2753.24,2778.24,2728.19,2767.24,170878925.0,179530481664.00
20090605,2783.85,2791.64,2750.37,2753.89,146648115.0,154008010752.00
20090608,2753.34,2795.14,2729.02,2768.33,133231442.0,139055628288.00
20090609,2766.51,2788.36,2721.85,2787.88,132601569.0,133368340480.00
20090610,2796.90,2820.57,2789.99,2816.24,145267190.0,144164569088.00
20090611,2812.27,2828.73,2787.44,2797.32,134114877.0,132679467008.00
20090612,2793.97,2812.68,2722.22,2743.76,127694653.0,123856773120.00
20090615,2743.03,2790.97,2727.73,2789.54,106225009.0,108611223552.00
20090616,2762.74,2797.48,2753.69,2776.02,103383327.0,108276957184.00
20090617,2771.52,2813.61,2744.21,2810.12,110783744.0,117977931776.00
20090618,2812.98,2855.41,2810.85,2853.90,138842696.0,147268583424.00
20090619,2861.17,2886.49,2847.35,2880.49,153023365.0,151320723456.00
20090622,2900.57,2923.23,2884.13,2896.30,146972201.0,148019593216.00
20090623,2853.49,2941.05,2841.90,2892.69,144465265.0,144529047552.00
20090624,2889.04,2923.47,2880.28,2922.29,140574259.0,146582077440.00
20090625,2926.62,2946.89,2909.09,2925.04,119613020.0,129317183488.00
20090626,2930.50,2937.61,2910.34,2928.21,109560719.0,115288195072.00
20090629,2930.31,2976.92,2918.39,2975.31,128543775.0,136897822720.00
20090630,2990.11,2997.27,2953.36,2959.36,125813955.0,143702360064.00
20090701,2950.17,3009.71,2947.69,3008.15,1537875804.0,138250125312.00
20090702,3015.07,3062.56,3015.07,3060.25,161960284.0,181106409472.00
20090703,3035.81,3088.86,3029.54,3088.36,159467950.0,177437704192.00
20090706,3091.47,3128.31,3090.09,3124.66,183237325.0,203906252800.00
20090707,3118.26,3130.06,3077.47,3089.45,178775736.0,188053078016.00
20090708,3057.46,3097.96,3011.21,3080.77,155489178.0,170730192896.00
20090709,3073.51,3123.51,3064.20,3123.03,167287880.0,184340938752.00
20090710,3124.78,3140.04,3099.98,3113.93,161162271.0,178156519424.00
20090713,3098.95,3112.87,3076.30,3080.55,156610058.0,172773195776.00
20090714,3088.58,3147.59,3088.58,3145.15,161688484.0,178310250496.00
20090715,3156.62,3188.91,3156.62,3188.55,195911475.0,217648398336.00
20090716,3209.77,3221.06,3175.95,3183.74,191230177.0,218405535744.00
20090717,3181.06,3197.23,3158.56,3189.74,164690668.0,186627473408.00
20090720,3203.88,3269.18,3192.90,3266.92,198870794.0,234137649152.00
20090721,3275.66,3279.58,3207.50,3213.20,197565891.0,232283947008.00
20090722,3207.98,3301.42,3207.25,3296.61,168213043.0,205904363520.00
20090723,3301.10,3331.06,3289.22,3328.49,166397747.0,195399680000.00
20090724,3343.75,3398.04,3306.91,3372.60,189738680.0,223586942976.00
20090727,3377.71,3435.93,3376.28,3435.21,197623644.0,240590667776.00
20090728,3434.32,3439.92,3392.42,3438.37,204245811.0,243639205888.00
20090729,3419.99,3454.01,3174.21,3266.43,275801190.0,296925822976.00
20090730,3281.20,3336.64,3215.75,3321.56,198010204.0,219805237248.00
20090731,3354.67,3414.14,3333.71,3412.06,193714381.0,223913410560.00
20090803,3429.69,3465.17,3398.44,3462.59,200813711.0,236321898496.00
20090804,3477.11,3478.01,3404.81,3471.44,211490161.0,251125071872.00
20090805,3467.04,3468.09,3385.42,3428.50,202502533.0,240942022656.00
20090806,3401.47,3419.74,3309.60,3356.33,174827377.0,216977965056.00
20090807,3352.65,3374.46,3244.10,3260.69,153160008.0,184965513216.00
20090810,3287.75,3307.88,3201.06,3249.76,126683740.0,153092243456.00
20090811,3261.40,3273.02,3222.70,3264.72,103752294.0,122590683136.00
20090812,3255.98,3255.98,3104.56,3112.71,134447462.0,157502783488.00
20090813,3112.57,3150.36,3060.11,3140.56,116934226.0,138622304256.00
20090814,3138.14,3146.00,3039.30,3046.97,125815593.0,146317180928.00
20090817,2994.86,3020.26,2867.39,2870.63,125058959.0,137505292288.00
20090818,2845.33,2920.63,2827.11,2910.88,106251530.0,117884731392.00
20090819,2916.09,2929.06,2761.39,2785.58,114469468.0,122264985600.00
20090820,2798.37,2914.64,2798.37,2911.58,110039081.0,122097426432.00
20090821,2905.05,2969.52,2883.27,2960.77,126790298.0,137911222272.00
20090824,2982.19,3004.90,2944.92,2993.42,122875720.0,138833920000.00
20090825,2980.10,2980.10,2823.63,2915.80,145236183.0,160950173696.00
20090826,2889.73,2995.80,2872.26,2967.59,130425354.0,143733817344.00
20090827,2947.82,2988.02,2909.89,2946.39,136745902.0,145246650368.00
20090828,2938.42,2949.43,2843.10,2860.68,123048499.0,133753880576.00
20090831,2817.62,2817.62,2662.99,2667.74,118246246.0,124636798976.00
20090901,2649.16,2727.07,2639.75,2683.72,98042583.0,101721432064.00
20090902,2681.33,2729.70,2669.21,2714.97,83934715.0,88188215296.00
20090903,2722.30,2854.16,2715.61,2845.02,129890253.0,138875486208.00
20090904,2841.17,2875.98,2827.57,2861.60,128889938.0,142234779648.00
20090907,2877.62,2919.35,2860.00,2881.11,131182807.0,146736283648.00
20090908,2865.69,2931.23,2831.85,2930.47,127929385.0,148628209664.00
20090909,2944.17,2962.28,2900.11,2946.25,130754499.0,153300828160.00
20090910,2934.95,2958.95,2911.21,2924.88,105894861.0,116959731712.00
20090911,2917.19,2999.32,2915.90,2989.79,123246664.0,137963307008.00
20090914,2990.93,3033.08,2984.83,3026.74,143711222.0,157101539328.00
20090915,3029.09,3050.42,2999.43,3033.72,144467753.0,160037371904.00
20090916,3027.50,3028.56,2960.59,2999.71,147415777.0,168333688832.00
20090917,3015.58,3064.23,3015.58,3060.26,160740393.0,178151702528.00
20090918,3063.30,3068.02,2940.83,2962.66,168076585.0,181458616320.00
20090921,2937.92,2968.70,2871.64,2967.01,136231977.0,145766678528.00
20090922,2956.12,2982.89,2896.93,2897.55,124074701.0,137830596608.00
20090923,2897.80,2924.19,2825.85,2842.72,107626363.0,116786683904.00
20090924,2824.58,2886.25,2783.10,2853.55,102541322.0,110945107968.00
20090925,2836.69,2864.07,2812.91,2838.84,75167601.0,81071374336.00
20090928,2844.37,2857.94,2752.77,2763.52,71874586.0,75489558528.00
20090929,2763.76,2779.69,2712.29,2754.54,73565537.0,74303750144.00
20090930,2772.56,2803.85,2763.71,2779.42,64833254.0,68136300544.00
20091009,2840.13,2912.55,2834.61,2911.71,85546557.0,93167968256.00
20091012,2927.02,2932.07,2893.57,2894.48,88186634.0,99951804416.00
20091013,2889.78,2937.82,2886.95,2936.19,79997906.0,88547885056.00
20091014,2945.66,3010.61,2943.74,2970.53,129630147.0,141568376832.00
20091015,2994.89,3014.26,2967.10,2979.78,98617590.0,110455324672.00
20091016,2992.74,3008.18,2931.92,2976.63,1047586488.0,92222799872.00
20091019,2974.64,3039.60,2962.30,3038.27,120615598.0,140591464448.00
20091020,3062.55,3084.94,3053.64,3084.45,143651185.0,167161036800.00
20091021,3080.52,3105.51,3062.56,3070.58,135482767.0,155155382272.00
20091022,3068.67,3080.66,3045.03,3051.41,103031491.0,119567155200.00
20091023,3057.38,3123.46,3057.38,3107.84,138600899.0,157263675392.00
20091026,3114.29,3123.36,3083.18,3109.56,114826117.0,131363241984.00
20091027,3086.09,3086.09,3020.49,3021.45,120886753.0,139816124416.00
20091028,3014.18,3038.05,2974.25,3031.32,100973138.0,114190893056.00
20091029,2975.19,2993.43,2952.01,2960.46,110282230.0,117301805056.00
20091030,3007.25,3027.13,2983.93,2995.84,104792187.0,117402755072.00
20091102,2933.82,3077.91,2923.53,3076.65,137286113.0,154859077632.00
20091103,3085.74,3121.20,3078.94,3114.23,150552259.0,170322182144.00
20091104,3119.31,3141.45,3096.35,3128.53,145370266.0,163921592320.00
20091105,3133.50,3158.71,3122.52,3155.05,145465764.0,155331706880.00
20091106,3176.13,3183.57,3156.99,3164.03,163490816.0,180951318528.00
20091109,3162.14,3176.66,3141.77,3175.58,139189832.0,158769545216.00
20091110,3203.17,3211.10,3176.25,3178.61,142448015.0,162987786240.00
20091111,3176.31,3186.59,3149.07,3175.19,126821704.0,144489857024.00
20091112,3181.45,3199.86,3163.07,3172.94,138033050.0,152574672896.00
20091113,3164.65,3189.09,3127.50,3187.64,151147489.0,165544017920.00
20091116,3206.42,3275.54,3206.42,3275.04,200378982.0,228237180928.00
20091117,3291.04,3298.37,3275.30,3282.88,166037309.0,194755903488.00
20091118,3287.26,3315.87,3274.21,3303.23,158663956.0,181541765120.00
20091119,3311.18,3329.02,3285.80,3320.61,174619648.0,194727739392.00
20091120,3309.37,3332.53,3280.18,3308.34,176074035.0,200567013376.00
20091123,3312.97,3339.30,3305.50,3338.66,2036643267.0,169531588608.00
20091124,3352.22,3361.38,3214.02,3223.52,250211553.0,290776940544.00
20091125,3214.81,3291.17,3188.01,3290.16,189026734.0,218005078016.00
20091126,3296.01,3305.32,3160.35,3170.98,217978839.0,254470651904.00
20091127,3137.29,3169.75,3080.88,3096.26,148802724.0,172027215872.00
20091130,3114.29,3195.87,3114.29,3195.30,138860268.0,160253607936.00
20091201,3191.05,3240.66,3173.41,3235.36,165279764.0,191224201216.00
20091202,3252.97,3278.27,3245.96,3269.75,175051366.0,203881136128.00
20091203,3267.99,3270.36,3227.77,3264.62,159219988.0,189142810624.00
20091204,3256.61,3319.12,3214.84,3317.04,215945073.0,257424736256.00
20091207,3313.06,3334.01,3302.13,3331.90,1717771796.0,139876007936.00
20091208,3330.32,3330.38,3260.67,3296.66,137065574.0,162702737408.00
20091209,3258.00,3284.64,3228.20,3239.56,115095030.0,136331902976.00
20091210,3258.35,3276.12,3225.56,3254.26,94306519.0,112620838912.00
20091211,3260.44,3280.93,3242.37,3247.31,91542948.0,107609653248.00
20091214,3246.95,3315.03,3178.22,3302.90,118243318.0,139330191360.00
20091215,3283.60,3303.18,3267.93,3274.46,1260688753.0,101484568576.00
20091216,3262.86,3299.33,3246.60,3255.21,103873516.0,123169005568.00
20091217,3261.60,3272.97,3176.62,3179.07,105646582.0,123804680192.00
20091218,3154.82,3169.58,3108.03,3113.89,1165115392.0,101866373120.00
20091221,3108.07,3123.99,3088.00,3122.97,902298747.0,74568122368.00
20091222,3126.61,3129.31,3039.85,3050.52,85080786.0,99479568384.00
20091223,3048.20,3078.84,3041.35,3073.78,908948767.0,80058130432.00
20091224,3080.87,3156.53,3075.11,3153.41,1233137172.0,102406201344.00
20091225,3149.22,3154.77,3128.15,3141.35,84545782.0,101484904448.00
20091228,3148.86,3202.09,3148.86,3188.78,1106102682.0,91211603968.00
20091229,3190.17,3212.52,3166.76,3211.76,1170618368.0,102612639744.00
20091230,3211.83,3267.00,3206.22,3262.60,1577570632.0,129456037888.00
20091231,3265.00,3282.21,3250.03,3277.14,1389773619.0,116520402944.00
20100104,3289.75,3295.28,3243.32,3243.76,109447926.0,133773492224.00
20100105,3254.46,3290.51,3221.46,3282.17,126115062.0,161858174976.00
20100106,3277.51,3295.86,3253.04,3254.21,123651379.0,158040113152.00
20100107,3253.99,3268.81,3176.70,3192.77,128652831.0,157229580288.00
20100108,3177.25,3198.92,3149.01,3195.99,98377144.0,121739878400.00
20100111,3301.61,3306.75,3197.32,3212.75,136327219.0,177557635072.00
20100112,3205.70,3275.20,3180.08,3273.96,140655237.0,173949583360.00
20100113,3204.97,3232.81,3165.48,3172.65,158344274.0,197329895424.00
20100114,3183.38,3219.01,3165.59,3215.55,135954504.0,168004206592.00
20100115,3217.19,3241.81,3197.22,3224.15,120541133.0,151441932288.00
20100118,3213.63,3238.24,3202.20,3237.09,135067238.0,169760702464.00
20100119,3242.21,3268.80,3236.83,3246.87,129943532.0,162672574464.00
20100120,3252.03,3255.12,3148.33,3151.85,158243113.0,192661667840.00
20100121,3154.18,3176.14,3126.90,3158.86,114337075.0,142103166976.00
20100122,3118.72,3147.82,3062.62,3128.58,137758536.0,163570679808.00
20100125,3103.32,3136.99,3092.92,3094.41,78361861.0,95145984000.00
20100126,3094.84,3107.19,3001.95,3019.39,93507092.0,109256966144.00
20100127,3020.54,3028.64,2972.62,2986.60,76552212.0,90324582400.00
20100128,2985.21,3006.03,2963.89,2994.14,73365765.0,85654274048.00
20100129,2979.74,3024.84,2968.45,2989.29,80475873.0,95656886272.00
20100201,2981.37,2981.37,2912.88,2941.36,88147118.0,103760396288.00
20100202,2955.75,2990.74,2930.55,2934.71,82485791.0,97685864448.00
20100203,2945.03,3005.13,2890.02,3003.83,101022536.0,119046397952.00
20100204,2983.05,3015.12,2968.68,2995.30,99918367.0,114601287680.00
20100205,2936.19,2959.23,2918.90,2939.40,97274993.0,110882283520.00
20100208,2936.45,2954.27,2922.19,2935.17,63299584.0,73159983104.00
20100209,2932.09,2957.47,2929.21,2948.84,62282209.0,68112416768.00
20100210,2967.14,2983.18,2958.22,2982.50,55588004.0,67017904128.00
20100211,2985.08,3001.63,2976.07,2985.49,56646303.0,64892510208.00
20100212,2996.08,3018.85,2993.43,3018.13,56092124.0,66931568640.00
20100222,3016.70,3026.65,3002.81,3003.39,68505144.0,78744838144.00
20100223,2998.90,2998.90,2938.75,2982.57,80392858.0,98223521792.00
20100224,2964.98,3023.73,2955.06,3022.17,92918958.0,105568657408.00
20100225,3026.66,3063.00,3022.37,3060.62,119670784.0,138961502208.00
20100226,3053.49,3067.52,3041.68,3051.94,101296292.0,121468968960.00
20100301,3057.00,3093.09,3054.55,3087.84,111038874.0,131301892096.00
20100302,3089.70,3095.99,3060.95,3073.10,105327647.0,124558671872.00
20100303,3074.09,3098.45,3061.46,3097.00,117156516.0,136522055680.00
20100304,3098.06,3102.39,3016.21,3023.37,126383892.0,144939958272.00
20100305,3026.63,3044.16,3011.08,3031.06,92259666.0,105764003840.00
20100308,3036.41,3058.83,3030.90,3053.23,81011948.0,92751536128.00
20100309,3053.26,3084.85,3028.69,3069.14,92381798.0,107489648640.00
20100310,3067.15,3085.99,3034.73,3048.92,84612951.0,98739576832.00
20100311,3050.64,3070.93,3025.31,3051.28,79872195.0,96185688064.00
20100312,3051.47,3057.51,3011.97,3013.41,71418911.0,84352942080.00
20100315,3010.72,3013.51,2963.49,2976.93,63749770.0,74779820032.00
20100316,2974.48,2993.84,2963.43,2992.84,59627991.0,69931646976.00
20100317,2999.81,3050.75,2994.89,3050.47,87085701.0,105010315264.00
20100318,3053.15,3063.58,3035.01,3046.08,91379128.0,108541263872.00
20100319,3046.74,3069.66,3031.02,3067.75,88481188.0,103212261376.00
20100322,3069.66,3083.34,3061.75,3074.57,96499415.0,113438654464.00
20100323,3076.95,3082.96,3051.21,3053.12,92867195.0,108718260224.00
20100324,3058.92,3076.74,3052.21,3056.80,89266360.0,103520051200.00
20100325,3051.35,3051.35,3012.30,3019.17,90190541.0,105285009408.00
20100326,3017.21,3067.70,3009.90,3059.71,93077719.0,108957220864.00
20100329,3076.04,3130.27,3071.69,3123.79,131895112.0,155187150848.00
20100330,3123.83,3132.57,3113.76,3128.46,102431519.0,125184598016.00
20100331,3129.57,3130.11,3101.75,3109.10,101143347.0,122804445184.00
20100401,3111.93,3148.34,3111.93,3147.41,126779218.0,154014269440.00
20100402,3154.77,3159.59,3141.86,3157.95,122789386.0,150050848768.00
20100406,3170.61,3177.96,3141.93,3158.68,116814705.0,144082616320.00
20100407,3156.31,3161.08,3132.23,3148.22,103521567.0,126771625984.00
20100408,3143.45,3143.82,3110.25,3118.70,114643384.0,142179598336.00
20100409,3118.92,3146.45,3114.78,3145.34,105425961.0,134094151680.00
20100412,3151.88,3156.21,3111.89,3129.26,137962701.0,175003844608.00
20100413,3129.69,3173.63,3101.48,3161.25,143982039.0,184689459200.00
20100414,3161.55,3167.65,3145.55,3166.18,106435850.0,137919381504.00
20100415,3168.13,3181.66,3135.99,3164.96,106263910.0,136812953600.00
20100416,3159.67,3159.67,3121.36,3130.30,80934917.0,102904446976.00
20100419,3096.78,3096.78,2977.77,2980.29,129360507.0,156394438656.00
20100420,2980.08,2998.91,2941.35,2979.53,101732250.0,124783820800.00
20100421,2984.61,3034.32,2972.09,3033.27,116308511.0,146027642880.00
20100422,3021.28,3023.64,2978.45,2999.48,121726669.0,153337724928.00
20100423,2995.56,3015.63,2966.78,2983.53,103518710.0,135881392128.00
20100426,2988.07,2996.82,2965.83,2969.50,89146675.0,116254416896.00
20100427,2962.14,2962.14,2866.34,2907.92,108271278.0,131158556672.00
20100428,2883.16,2916.67,2865.46,2900.33,83749412.0,104850718720.00
20100429,2912.19,2928.93,2867.93,2868.43,89344430.0,112206331904.00
20100430,2867.64,2875.80,2820.94,2870.61,88734444.0,105989980160.00
20100504,2821.35,2862.55,2809.13,2835.27,66079846.0,78762909696.00
20100505,2804.51,2857.29,2770.32,2857.15,95340575.0,114155798528.00
20100506,2838.95,2838.95,2734.99,2739.70,92649318.0,113199423488.00
20100507,2685.99,2732.18,2665.81,2688.38,92026255.0,108502458368.00
20100510,2690.85,2713.06,2646.58,2698.75,81854049.0,95439347712.00
20100511,2745.60,2751.07,2638.53,2647.57,87897108.0,100980563968.00
20100512,2628.01,2668.11,2604.19,2655.71,82544159.0,90582040576.00
20100513,2653.57,2711.06,2646.89,2710.50,83077734.0,90736115712.00
20100514,2692.09,2712.86,2677.19,2696.62,73368023.0,82576728064.00
20100517,2663.88,2663.88,2557.23,2559.93,82648325.0,88207605760.00
20100518,2555.14,2603.32,2529.62,2594.78,82792387.0,84659765248.00
